ID,CPR,name,phone,age,CD4,sex
22395,1810589788,Emmerich Wallin,45583275,34,331,2
12935,2601634246,Emmerik Lundt,55686777,46,425,2
22731,1310051513,Emmerik Terkelsen,97247412,43,394,2
14513,1308976845,Emmerik Zachariasdatter,88415620,48,616,2
23256,0706978529,Enevold Bjerring,61060275,41,374,2
27922,1011420261,Enevold Born,72161304,37,539,2
27460,1308082267,Enevold Djørup,16598955,60,265,2
28184,2312964344,Enevold Mathiasdater,82501253,38,315,2
26801,1009949761,Enevold Stokholm,90359228,28,459,2
28237,0812159568,Enevold Zachariasen,24795222,42,295,2
25725,2409631314,Engelbrecht Bolette,28148092,47,447,2
22301,0202543178,Engelbrecht Schønbeck,33311617,44,566,2
11806,1108522688,Engelbrekt Vestberg,28988577,88,504,2
16765,2401525679,Engelhard ` Davidsdatter,79608335,23,392,2
22611,0907476981,Engelhardt Antonsen,87845501,56,444,2
14167,1108077492,Engelhardt Benfeldt,93164039,28,578,2
12768,2602274694,Engelhardt Kaspersen,98284868,27,461,2
12525,1608617229,Engelhardt Kathrine,21411583,18,562,2
18605,0709454451,Engelhardt Thorsmark,46719668,62,544,2
25287,3012426852,Engelke Just,36657862,67,502,1
15122,2310323383,Enid Pointer,45579803,29,431,1
10615,0408917581,Enno Nachbaur,83475663,21,445,2
27134,1605127026,Enno Ovren,67147447,28,544,2
29149,2603746834,Enoch Ebbesen,35670441,71,643,2
19932,0102463651,Enok Bom,32645088,52,446,2
14559,1904875592,Enok Stefansen,78023071,51,522,2
15299,1111385782,Enrica Lehmkuhl,72742412,28,318,1
25323,1908216053,Enrico Vinkel,31890389,41,322,2
23524,0706426570,Enrico Ørstrup,68634811,36,411,2
31566,2503358144,Enrique Duus,79328242,29,630,2
12039,0202444113,Enrique Tommassen,83967199,31,603,2
25963,1410936883,Enver Ploug,83759224,47,769,2
30107,1303081128,Enzo Gialsbek,73947563,22,589,2
17273,3008780708,Enzo Vogelius,26674680,37,308,2
19576,0209304586,Erasmus Grønbek,87460074,49,361,2
10284,1506957484,Erasmus Hess,26668120,38,462,2
18879,0810962864,Erasmus Mouritsen,56098478,49,426,2
27355,2802633583,Erhardt Klanstrup,32155626,22,657,2
25463,1611626636,Erhardt Krag,80454370,44,395,2
15551,0810860282,Erhardt Sivertsen,60749365,57,442,2
15411,2511503207,Erhardt Toft,57180000,73,796,2
25908,2908761283,Eri Lundum,53997503,40,317,1
23624,2805096685,Eria Bentsen,86590922,46,352,1
16653,0801558823,Eric Egediusesdatter,19379230,51,572,2
26523,0106991081,Erich Bremmer,56774644,47,668,2
21566,0607388571,Erich Ibsdatter,57374317,42,345,2
11144,2908215218,Erich Smed,53693513,45,332,2
12066,2403743820,Erich Winthersen,75710472,58,324,2
31645,2612248500,Erick Asmussen,50454787,18,654,2
29007,2203361007,Erik Therkilsdatter,10644003,25,866,2
28198,2204805003,Erikka Bendictsen,61366268,47,516,1
15737,1010594052,Erikka Maupin,26006287,30,732,1
19014,0604043770,Erin Augustiniussen,98316699,20,416,2
12629,1502727834,Erin Lumholdt,36184739,71,644,2
26095,2008120232,Erita Sirack,13529566,34,458,1
16939,0505713327,Erkki Arnold,61351460,34,553,2
18249,0601030309,Erkki Maupin,93865397,37,560,2
28313,2212151019,Erkki Røge,40472700,48,727,2
27041,0409925014,Erkki Ullum,57172329,47,329,2
18283,2103770866,Erlind Arentoft,31758061,49,455,2
11474,1505777875,Erlind Monrad,11639507,70,732,2
15139,1404597709,Erling Korndrup,64865422,52,537,2
27988,1306010601,Erly Leumann,16463477,44,410,2
31493,3109418248,Erminia Dybro,39893930,35,625,1
17588,2706081281,Erminia Nøhr,19246455,45,600,1
14253,1612424541,Ernfred Grum,24289559,53,348,2
11384,2009468408,Ernfred Husted,56980004,61,638,2
25629,0509778565,Ernhardt Bøggild,39200672,51,465,2
14375,2811287211,Ernhardt Gyde,86566890,48,627,2
29757,2609221267,Ernhardt Mathiasdater,89517801,44,589,2
10400,2401178572,Erno Lorentzen,97879712,56,447,2
13983,2710995885,Erno Mouridsen,64434024,42,408,2
24042,1002744313,Ernst Flou,43502845,43,638,2
27517,0310110774,Eron Rask,81971085,27,370,2
12254,2607813996,Errit Hoolihan,27450670,50,406,2
27547,0603185328,Errit Høeg,89965050,32,563,2
25812,0208880395,Errol Bragg,16802053,64,587,2
22631,0508755338,Errol Roikjær,35543701,60,441,2
12012,2111200744,Errol Skytt,68606081,46,595,2
10338,1204808840,Errol Terkildsen,65727048,40,571,2
20971,0402145438,Ervin Fransdatter,53507543,48,426,2
23932,1903321401,Ervind Hentze,35051077,30,334,2
15923,1406723949,Erwin Gere,95585523,22,588,2
14210,1702039920,Erwin Lundsgaard,68620923,42,458,2
16461,3012726498,Erwind Høppner,37008032,26,629,2
31557,1111564941,Erwing Visby,25211631,20,393,2
25767,1706183057,Esaias Lyngbye,37539814,49,406,2
21787,0103791085,Esajas Rogstad,43076540,16,594,2
26500,2202130691,Esben Andreou,80331084,52,333,2
21702,0111645592,Esbern Schønbeck,43371185,39,438,2
27786,2807142352,Esbjørn Foldkjær,82055256,50,693,2
26081,2909665503,Esger Bøstrup,41290061,30,344,2
21769,3111939790,Esger Valberg,81024817,83,577,2
22027,1311870453,Eske Agerschou,87984351,49,615,2
24238,2609649204,Eske Hinding,17409828,40,504,2
26116,2111128163,Eske Overgaard,70152012,40,592,2
29743,1011337489,Eskil Schousboe,95097297,56,524,2
13185,0804290469,Esmaralda Gauengaard,61881298,51,692,1
28806,1412590491,Estella Høll,27426978,53,399,1
10693,0301298488,Estelle Vind,37341318,44,488,1
18742,2205495589,Ester Andreasdatter,11389468,39,659,1
15430,0905531813,Ester Markusdatter,60374658,47,593,1
19020,3109416506,Ester Nellemann,41686705,49,457,1
26249,0907315602,Etlar Damkjær,28167331,34,335,2
16431,1208190275,Etlar Møller,89233211,43,477,2
17716,2310622363,Etlar Ryborg,28836783,68,603,2
25065,2108563186,Etlar Stenersen,91482833,39,429,2
17975,1512732853,Eufemia Kyhn,27772891,71,463,1
12533,1305222664,Eug#Ne Engelbrechtsen,62694787,39,238,2
16572,0605472703,Eulalia Ebbesen,74306901,39,533,1
17224,1801248100,Evald Lippert,35866728,57,460,2
31265,0306631206,Evald Storer,23587411,52,708,2
11047,2204170713,Evalina Flor,99421524,49,390,1
18201,0611175324,Evan Gammelholm,30486310,58,419,2
30271,0603076089,Eveleen Bohnsen,30160552,48,466,1
31009,2311415702,Evelin Søegaard,95398602,32,457,1
25845,2601756393,Evert Pausgaard,33861647,52,359,2
25081,1112272578,Evert Uldall,60540596,47,453,2
11499,1104601327,Evi Haarsløv,10491653,29,288,1
18574,1012190708,Evin Raz,22246572,72,694,2
16934,1301988952,Evind Hauge,63275596,38,397,2
29767,2305025267,Evind Hauge,52766450,26,578,2
23548,3102870696,Evita Høyer,12592470,45,650,1
23671,0303506946,Ewald Illum,36606231,42,587,2
10378,2910436945,Ewan Batze,46624240,48,547,2
14738,1309246657,Ewy Docter,42778738,39,353,1
15422,0505625764,Eylef Laursen,16653802,44,366,2
12965,1206298358,Eylev From,53717931,39,346,2
22851,0910028881,Eylev Schütt,90012115,52,360,2
28480,1401159853,Eyvin Jonassen,76393871,52,698,2
22778,1004557760,Eyvin Wadum,37317613,51,657,2
10605,1604518586,Faith Muusmann,68617689,34,316,1
14510,1204869168,Falentin Brown,68368746,39,376,2
16346,3107250628,Falentin Cortsdatter,62927905,32,407,2
18145,1005713299,Falentin Kristriansen,86059461,51,425,2
29958,1106724831,Falentin Nikolajsdatter,62955399,26,587,2
17594,0110328224,Falentin Risum,83512003,40,623,2
20892,2811123708,Falk Bade,33169459,33,352,2
24488,0912072348,Falke Schmidt,58129935,38,570,2
28848,2112448016,Falke Sivertsen,18787241,41,443,2
15447,2710460304,Faustin Kristriansen,11548897,33,553,2
12401,2211077699,Faustin Schou,64214221,44,369,2
30912,1808101578,Fedder Bertelsdatter,97805306,28,746,2
22138,1705014946,Fedder Egholm,91588833,52,348,2
15504,2312667438,Fedder Zakariassen,85204718,31,541,2
19739,2304796758,Feliks Sandbæk,78310682,50,349,2
28333,2612948657,Felizia Dela,95565511,39,414,1
12232,0612295297,Felizia Tjørnelund,23107252,44,475,1
24595,1307474460,Feodor Kneus,82152192,32,415,2
13113,1210462045,Ferry Batze,66409501,49,688,2
12167,2708355849,Fia Hietting,15279678,44,577,1
18845,0602754174,Filip Beitzel,20840870,54,572,2
31127,2508710437,Filip von,26529924,40,465,2
25221,1207458157,Fillip Dahler,20340473,49,518,2
31373,0802989817,Fin Fogt,84722266,38,572,2
28609,1004469475,Find Mehlbye,76713154,27,348,2
23951,1201414421,Find Simonsen,70720390,57,477,2
10398,0307388841,Fini Jakobsen,11770046,34,348,2
22405,2204340686,Fini Willadsdatter,27031041,44,372,2
21668,1905809395,Finnur Mellmøller,28607928,51,480,2
26368,0608541693,Flemming Salomonsen,55468671,42,455,2
20587,0403773841,Flora Bjerrisgaard,13768659,37,642,1
14102,0109447933,Florian Godiksen,53625910,37,739,2
15252,0508793978,Florian Lorentsen,82497236,48,647,2
26847,1711873443,Florian Mouritsen,17541805,36,511,2
27721,2002913871,Fodor Jespersdatter,37100594,58,427,2
15544,2011308918,Fodor Johnson,45729779,40,336,2
28861,1109277543,Fodor Thisvad,54840944,38,370,2
12248,2506961200,Folke Thiesen,67817571,34,353,2
28724,1208565133,Folkvar Gisemann,86020207,49,463,2
25315,2809582660,Folkvar Grejsen,89034761,52,623,2
27733,1802141195,Folkvard Dahl-Madsen,79110136,54,651,2
24457,2603713949,Folkvard Fogtmann,21744855,49,652,2
29718,0709899559,Folmar Frandsdatter,73306695,27,583,2
24386,0309876000,Folmar Keiberg,82894081,3,729,2
13856,2311752612,Folmar Kvistrup,73617976,47,594,2
29580,2509201204,Folmer Lauersen,57283842,45,415,2
11022,2410487616,Francesco Lottrup,29651879,39,444,2
15994,1909703040,Francette Tunge,90100820,37,312,1
25647,2303779490,Franch Dover,89911427,45,362,2
19347,1202993741,Franch Thommesen,44091958,45,413,2
18450,1705278984,Francine Kristian,99558800,32,699,1
11060,1406254191,Francine Lauberg,91320011,48,698,1
14271,1602317606,Francis Bell,27743458,45,579,2
29971,0305905553,Francisca Gerner,35949971,55,459,1
19328,2506692717,Francois Stegmann,68245522,18,716,2
24889,2103842661,Francois Ullerup,36274842,51,317,2
17967,2805331171,Francoise Hoolihan,68759955,59,506,1
27315,0406539328,Francoise Krudtmeyer,66986713,53,519,1
31256,1411043377,Frands Douer,61325986,53,412,2
30230,0309563512,Frands Høll,66130949,78,669,2
11501,2703656858,Frank Heisselberg,94225213,38,534,2
16458,3108105440,Frank Husmann,28409263,32,401,2
12214,2303548881,Frank Steinsø,86833583,36,549,2
15140,1107981492,Frank Valberg,61034923,43,589,2
10031,1003695332,Franker Kristiansen,43168767,41,667,2
22115,1703797160,Frankie Løbnitz,20050309,56,631,2
26102,1707739690,Frankie Olufs,24756880,52,381,2
14217,0403375373,Frankie Paludan,47745224,44,349,2
31720,1008173392,Frankie Panduro,30488108,27,520,2
18875,1804052017,Franklin Hense,70290677,34,421,2
17781,0408007025,Franklin Hvoldal,38321978,46,720,2
14411,1712404357,Frans Conradsen,59149122,66,580,2
19334,1502173828,Frans Forbus,46733456,34,533,2
30095,2804399676,Frans Veilgaard,92146770,12,328,2
16757,2607541885,Fransiska Juhl,31148067,66,551,1
21531,2208955399,Frants Christoffersen,84323735,24,363,2
28290,2104203722,Frants Væde,31033485,42,467,2
21777,1304837847,Frantz Larsen,79318527,63,540,2
12859,2004604174,Fred Haug,24753897,47,425,2
16986,3102433988,Fred Ravnsborg,14978145,55,342,2
25635,2310478158,Fred Schjødt,28475028,30,597,2
23553,1902063595,Freddi Bording,56204657,33,669,2
28331,0512273766,Freddi Donslund,72298284,16,637,2
12853,1310560046,Freddi Tegllund,69188283,55,421,2
11412,2506017834,Freddie Fanøe,71851082,43,398,2
22024,1001861423,Freddie Rau,55349371,32,598,2
26933,2803643894,Freddy Thommesen,99799062,54,429,2
13900,1008837096,Freddy Udesen,95592307,22,402,2
28611,0602599464,Frede Mikkelsdatter,20876299,35,667,2
13429,1110432141,Frede Rahbek,78433742,34,422,2
28133,1706354133,Frederic Eskildsdatter,31072193,31,575,2
18373,3103815404,Frederik Solgaard,93465853,50,568,2
16335,3003356226,Fredi Drostrup,49913177,66,727,2
24639,0906026028,Fredi Holst,47140826,43,344,2
28692,2910267532,Fredi Johannsen,17672881,44,615,2
30980,0508658539,Fredi Tagemose,49990837,59,380,2
22673,1002684358,Fredi Tørnis,33417181,57,326,2
31407,2212918065,Fredrik Lorentsdatter,31050790,41,363,2
23566,2606321391,Fredrik Suhr,63498855,50,368,2
23244,1007766621,Freilev Damhus,41685253,31,587,2
30188,1710565844,Freilif Højer,55363550,46,491,2
20015,2709893682,Frej Knudsen,71198635,52,466,2
12200,2606692687,Freja Bower,30924375,52,609,1
30259,2701050967,Frejlev Kent,40433770,31,358,2
30728,0107674075,Frejlev Terchildsen,25954778,38,447,2
30677,1308171602,Frevlif Cassøe,28485018,37,286,2
22069,0907639828,Frevlif Huus,85000814,56,687,2
13413,2811295852,Frevlif Nørskov,53127047,69,532,2
20147,1801543419,Frevlif Vejlgaard,44680657,56,397,2
16736,1412073843,Frey Knutzen,54682686,45,636,2
11075,2910165572,Freya Tækker,46631039,66,580,1
14637,0101763985,Fribo Lauesdatter,15616512,36,369,2
23450,0704105877,Fridlev Besser,51387104,44,360,2
20858,0403422079,Fridlev Havre,94812109,51,407,2
31730,1310797156,Fridlev Lauersen,94530242,54,404,2
28701,0511900281,Fridlev Rathje,10535087,58,323,2
10247,0606965037,Fridlev Warming,98209373,13,332,2
14044,1106181584,Fridolf Baltser,96039444,43,621,2
14088,1110943609,Fridolf Borch,91199435,55,358,2
31385,2601423938,Fridolf Lange,31388384,39,595,2
30484,0708222327,Fridolf Wassdatter,75950631,38,314,2
16301,2708423453,Fridthjof Byskov,83433125,40,732,2
20538,0410742627,Fridthjof Moesby,22227346,36,501,2
17606,2504645047,Fridthjof Tommerup,34861229,47,402,2
14963,2003443613,Fridtjof Diederichsen,35957533,34,352,2
30443,2409705999,Fridtjof Gauengaard,67740482,42,498,2
12207,0609755313,Fridtjof Kathrine,18123175,46,664,2
22271,0110243940,Fridtjof Rosenkilde,54523174,40,427,2
22061,1911056653,Frieda Bach,80894539,32,534,1
17473,0401517798,Friederich Louise,54247124,84,586,2
23250,2906163839,Friederich Outzen,94388102,45,291,2
24508,3008420135,Friederich Willadsdatter,36201525,44,566,2
13229,0902340945,Friederike Therkilsdatter,37911525,30,411,1
15388,1107634826,Friederikke Monrad,74423381,37,307,1
18801,0912664487,Friedrich Lübker,44954900,21,541,2
20552,1912113110,Friedrich Ramsing,57823096,31,543,2
20541,2006486142,Frigga Fink,81514241,51,596,1
20666,3006716172,Frigga Olufsøn,13765803,52,384,1
17221,2610641112,Frilo Frantzdatter,78818493,41,280,2
14902,0207123924,Frilo Kjølbach,88704592,41,646,2
24656,2510579784,Frithiof Jockimsen,24795421,29,337,2
20619,1504078175,Frithiof Nørr,34839163,35,614,2
25433,1107905954,Frithjof Troelsdatter,85763758,30,379,2
11216,1104099655,Fritjof Baade,66597514,52,441,2
10601,1705709268,Fritjof Damhus,76770018,29,658,2
15860,1008306632,Frits Olesdatter,89968817,40,564,2
19948,2009737345,Fritz Payne,54972372,49,457,2
25892,1911447257,Frode Peterson,77142542,48,354,2
25824,3009856940,Gabriel Dirichsen,57854973,39,676,2
14222,1109502144,Gabriel Jesperssen,15584573,32,428,2
18804,2712412213,Gabrielle Storey,50734881,35,523,1
14282,0911176145,Gaia Lehmkuhl,18878848,46,687,1
14506,2912084503,Gary Slot,42771650,48,587,2
26344,2505314760,Gaston Augustiniussen,88433961,31,430,2
20320,2303888781,Gaston Hermandsen,29210106,1,717,2
31165,1111804334,Gaston Hjelm,87835801,43,477,2
16881,1112933135,Gaston Jacobsdatter,60504134,56,392,2
15762,2306293925,Gaute Dons-Jensen,39279553,41,702,2
16901,1610757502,Gaute Reininghaus,35950247,50,589,2
16976,1408263140,Gavin Blackhall,58125128,51,435,2
26467,2608944159,Gavin Klokmose,28628635,53,439,2
16450,3111953772,Gavin Post,50443851,59,480,2
27328,2310994237,Gejr Høgh,37121126,40,566,2
20915,0301603051,Gejr Høst,81956484,34,672,2
31075,2204235423,Gejr Høy,33799628,26,361,2
16869,2507428756,Gejr Stilling,25342970,41,293,2
19701,2004275193,Gejr Thygesdatter,99081698,60,610,2
31368,3108441682,Geneviève Knudsen,82886412,52,687,1
29828,1910255214,Geneviève Krigslund,61902547,70,585,1
29700,2009573900,Geno Ballegaard,45072003,40,634,2
24166,1610047060,Geno Biering,53026334,38,486,2
21574,2604910315,Geno Dahl,35381603,53,665,2
22854,1610931890,Geno Justdatter,61024697,45,401,2
17549,1301956092,Geo Moth,24166062,46,390,2
22815,2702990451,Geo Schöndorff,84133669,43,355,2
21267,0204798133,Geoffrey Rafn,62561737,44,575,2
23900,2509625103,Georg Høst,49978687,62,450,2
11107,1509858579,Georg Kjærgaard,12728697,59,310,2
10711,0905781221,George Nørkjær,42165637,28,437,2
15070,1710174496,George Rasmusssen,11956388,47,357,2
14064,0506137538,George Strandridder,70972711,32,427,2
12940,1610804067,Georges Behrent,75685861,35,514,2
14520,0305312761,Georgiana Olesen,23472221,61,629,1
29072,2802556176,Georgine Vium,87153227,50,493,1
20336,0508574146,Georgios Lundsgaard,30808055,49,650,2
11039,1107685484,Gerald Brandtlund,13090516,41,474,2
24080,3111611751,Gerbrand Friderichsen,68225468,45,474,2
24581,0608155776,Gerbrand Thygesdatter,51215165,17,425,2
13056,1504831764,Gerdt Kelso,22347870,30,549,2
19531,2108899750,Gerhard Adsernen,37720165,27,340,2
12736,1812953964,Gerhardt Diderichsen,17865665,51,367,2
27796,1612499324,Gerhart Henneberg,62806010,54,356,2
10386,0812473209,Gerhart Svensdotter,89527700,59,481,2
21380,2707937728,Gerhart Tørnis,93734456,48,470,2
30075,2508308321,Gerlak Lauersen,88355443,50,683,2
30655,1912216140,Gerland Fich,11900756,49,463,2
11725,3003346867,Gerlef Axel,10301702,45,411,2
12105,2611565056,Gerlef Quist,57102458,9,724,2
28569,0205812970,Gerlef Rohr,23000274,52,319,2
29092,1012873036,Gerlef Simonsdatter,59920891,49,577,2
13053,2806548016,Gerlef Svejstrup,37064676,47,569,2
26621,3109345102,Gerluf Bredesen,99093140,40,412,2
30069,2309339426,Gerluf Thyskind,36627544,68,623,2
23852,3107087761,Germaine Holt,55813449,23,719,1
24325,1003836849,Germind Docter,31699171,55,450,2
21872,3003008891,Germind Vander,29284869,45,332,2
12887,0901203371,Germund Enevoldsdatter,68640350,53,399,2
17707,3003115683,Germund Lunding,74047593,34,431,2
17662,0303258882,Gerner Bendtsen,34479317,38,338,2
25990,2701373481,Gerner Gisemann,11214988,59,644,2
23815,2106461650,Gerner Nibe,48622721,74,647,2
12880,2004194758,Gerner Vang,56782003,46,456,2
21408,0208855510,Gerrit Kahl,55799726,36,636,2
26804,2604259638,Gerrit Kock,21894071,47,670,2
27480,0110051349,Gerrit Olsdatter,40531143,43,449,2
14706,1206183237,Gerrith Jochimsen,97884590,47,440,2
28631,2803690540,Gerrith Neess,45362158,32,419,2
26737,2905100834,Gerrith Nicolaisdatter,73024071,51,395,2
31745,1609517127,Gerry Conradsdatter,59256879,61,407,2
12988,2106567387,Gerry Kjær,81545876,35,592,2
22576,1909869832,Gerry Schrum,31290211,18,626,2
22964,2603717254,Gerry Svanesdatter,25148779,41,625,2
11418,2406012663,Gerson Habekost,23795903,34,471,2
26645,3011920916,Gert Krog,92679586,52,429,2
11119,1611244172,Gertha Kofoed,97125368,43,627,1
29809,1109395471,Gertha Zachariassen,52894156,34,584,1
23776,2901558009,Gertie Hattens,67820665,40,435,1
10924,1610684475,Gerulf Jesperssen,39244120,44,377,2
27628,1803680806,Gerulf Tandrup,75073863,43,619,2
13482,2501878539,Gervind Termansen,82133820,39,630,2
10913,2804964746,Gervind Thommesen,95254206,41,544,2
22438,2211257177,Gete Augustinusen,69990222,54,299,1
20369,2206526280,Ghita Kennedy,96025369,58,660,1
19950,0404678338,Gian Buch,26634796,39,576,2
16159,2012909825,Gian Douceirs,30318313,42,429,2
19272,0109383183,Gian Geirmundsson,10604274,29,656,2
25164,2909262652,Gian Lippert,39629689,64,263,2
31306,1707506757,Giancarlo Ibæk,92097376,37,598,2
15270,1210006780,Gianni Evavold,12994346,29,444,2
10344,3004169328,Gianni Langkær,10651220,65,429,2
28326,0502771331,Gianni Poulsen,44237512,44,517,2
31151,1409734284,Giannino Dragon,88854335,42,487,2
27849,1102431579,Giannino Krigslund,98062078,51,443,2
21980,1808142005,Giannino Nørr,55393817,48,538,2
25213,2502201273,Giannula Hvorup,19084500,39,329,1
21912,1204418770,Giannula Tvede,60693248,43,488,1
21742,2404763718,Gida Høgh,57714422,68,575,1
28818,1510479267,Gidda Torbensdatter,44394069,61,488,1
18433,0709735133,Gigi Lindberg,29080724,64,701,1
13841,2301358716,Gila Svoger,50925153,51,346,1
23349,0204521509,Gilbert Dissing,64593876,33,626,2
27252,0809968064,Gilbert Drejer,66383299,34,554,2
13546,0702752298,Gilbert Jokumsen,89650635,51,512,2
17602,2103740304,Gilbert Ulriksen,13217159,45,591,2
11009,0402149797,Gilla Carter,27650119,23,539,1
22245,1011001257,Gina Lavesdatter,68231701,37,641,1
27079,1702454531,Gino Langelund,10874587,47,358,2
26717,1410731468,Gino Walther,12690811,48,756,2
30939,2502847783,Gisèle Ignatius,53210463,25,397,1
25544,1704368653,Git Mathiasdater,55808993,37,429,1
31271,0212025636,Githa Pontoppidan,78395096,42,655,1
16991,0402582550,Gitt Bom,77830856,65,759,1
24452,1105444657,Giulia Søndergaard,28598145,18,529,1
25607,2704020238,Giulio Dahl,33709884,32,339,2
13127,2904187932,Giulio Grøndal,54815863,49,394,2
24277,2806111418,Giuseppe Koezmarek,25829853,59,435,2
25965,1806327063,Giuseppe Lyse,42697071,43,515,2
19352,0904713673,Giuseppe Madsdatter,13696544,49,379,2
25936,0612708397,Gladys Jesdatter,74664155,33,537,1
13686,0201115756,Glen Brinchmann,34279578,37,648,2
19289,2906329241,Glen Dochedahl,22015511,39,413,2
15224,2505026612,Glen Hvillum,34519825,48,394,2
13609,1306714698,Glen Rosenstand,21378980,45,328,2
10019,0105508270,Glenda Breth,68982602,42,471,1
16128,1807754801,Glenn Dorit,87482894,42,444,2
18799,2904836484,Glenn Kiær,94899278,62,326,2
18354,1105200037,Glenn Rans,36622432,52,678,2
14536,1510252633,Glenna Bæk,96680543,54,473,1
10312,2211004730,Glenny Akselbo,83020796,45,571,2
18961,3006608323,Glenny Antoniasen,58307769,45,305,2
21623,2506003008,Glenny Thygesdatter,97986765,45,594,2
27505,0701102462,Gleve Kelso,21765266,54,273,2
20967,2203149636,Gleve Linch,92530398,21,323,2
11025,2501281464,Gleve Lykken,20734404,28,603,2
31602,3012167474,Gloria Joensen,73728159,33,515,1
27657,3004744886,Godfred Krog,36773647,53,417,2
17640,1302080718,Godfred Lielich,44419721,46,476,2
30724,2001231063,Godfred Pederdatter,61079453,55,380,2
29877,2908297008,Godik Lauridsen,42072614,54,444,2
24912,0103410415,Godik Terkildsen,32174825,42,415,2
31026,0306434828,Godik Østergaard,90204271,32,466,2
29341,1211044034,Godske Geisler,18046590,43,579,2
11622,2804296043,Godske Schultz,52949245,26,341,2
14661,1810954624,Godske Tarp,70760419,28,781,2
27556,1006619690,Godtfred Hvass,70310061,45,306,2
31647,1809181713,Godtfred Kaltoft,66764933,51,400,2
15162,0405145531,Godtfred Ryborg,71096517,37,505,2
16357,1408599841,Godvin Dalström,55746895,46,681,2
25416,3104588928,Gomme Kimer,69355300,28,570,2
26308,0707758077,Gomme Panduro,19332965,57,412,2
26938,1403433978,Gorm Munk,38867529,27,352,2
26353,3107035449,Gorm Viiman,53698242,49,331,2
30349,1208685049,Gotfred Hendrichsen,61351464,49,339,2
23571,1807156778,Gothard Lyngaard,22454100,41,614,2
18292,0905439250,Gothard Tuesen,11289485,16,394,2
18133,2702961017,Gothardt Abrahamsen,97586666,37,530,2
16420,0201637746,Gothardt Midtgaard,33457289,26,623,2
29661,2312438285,Gothardt jacobsen,87672834,26,412,2
21978,0801061986,Gotlieb Brand,80171406,57,590,2
21396,0701366906,Gotlieb Smed,72103237,44,796,2
18889,1711837670,Gotthard Nielsen\Møller,89087177,30,360,2
12148,1104371183,Gotthard Truelsen,17269545,36,654,2
14395,0510559211,Gotthardt Bukier,14705266,23,476,2
31067,0809307366,Gotthardt Orleff,98044400,30,560,2
10362,2710520629,Gotthardt Storer,28102754,47,413,2
17923,2208578717,Gottlieb Hundebøl,29949103,61,432,2
27111,2901388884,Gottlieb Linch,38299646,12,325,2
23706,2309494600,Gravers Torverd,25148219,51,407,2
18037,1601085350,Graves Aargaard,40311020,43,623,2
18691,2712857183,Grazia Byskov,70821625,41,440,1
21877,1306822613,Grazia Munkholm,18544063,36,360,1
29275,0706343863,Greg Bjørholm,33516203,24,612,2
23718,1906200655,Greg Bruusgaard,28442807,87,577,2
17515,2910411675,Greg Grønkjær,52637321,41,538,2
21727,2809133875,Greg Johannesen,36015735,50,639,2
25444,1003400498,Greg Wilhelmsen,29409804,23,431,2
12674,0509330467,Gregers Fredslund,81777537,27,463,2
11747,1902621462,Gregers Ousen,52781674,4,601,2
15420,0304692725,Gregers Wadum,39829398,38,410,2
16707,2308152227,Grejs Adolfsdatter,86624626,41,353,2
11279,0904394092,Grejs Bisa,15027134,40,463,2
20862,2402630928,Grejs Enemærke,48844994,22,611,2
28190,1809013730,Grejs Gizani,20461070,46,766,2
31043,3010818104,Greta Jonasdatter,48124334,45,358,1
19125,0803596454,Grete Riisager,67711809,41,382,1
28249,2804936033,Gretel Mathiassen,96933883,46,757,1
27198,1604449527,Gretha Griis,19134691,18,381,1
11113,3010561956,Griet Hvillum,14974990,62,372,1
11220,1809393646,Grith Platou,90853157,68,315,1
26803,2812377080,Gro Terkildsdatter,37740156,51,374,1
15693,2404569055,Groa Grøndal,50047408,40,433,1
13173,2707082667,Groa Jokumsen,38587610,32,387,1
23098,2709877944,Gudik Lyse,83425494,46,376,2
21057,0209692503,Gudman Gydesdatter,19844997,40,704,2
21005,2907693005,Gudman Munk-Andersen,78570934,37,392,2
25572,0105730440,Gudman Nørr,74879114,70,537,2
14410,3105375134,Gudman Rasch,95615068,36,318,2
16995,2206315894,Gudman Ryø,37739750,60,581,2
29393,2412538627,Gudmand Agerschou,29141706,17,444,2
26195,2306809243,Gudmar Gudmand,30083779,35,390,2
19893,1012837499,Gudmar Tommassen,39210062,60,421,2
11310,1905362964,Gudmund Morsing,56049322,41,465,2
18309,1406163666,Gudmund Stadager,89672454,42,445,2
24650,1311808417,Gudrun Tofte,79762653,68,335,1
27389,1304650998,Guido Hørsted,39388720,42,319,2
22400,1602062410,Guido Schoubye,42938924,31,359,2
26573,2011537377,Gull Bellamy,73099690,34,713,1
21155,1511174355,Gulla Risum,35123993,58,381,1
25662,2104369484,Gullan Grejsen,30018709,63,644,1
19670,2307524211,Gullis Nilsdatter,74891529,65,418,1
23809,2208125151,Gulnare Møbjerg,37194513,30,541,1
21237,2806127315,Gumme Walther,28809389,46,664,2
30070,0509736394,Gunda Dahl-Hansen,21175304,32,590,1
24311,0103720159,Gunder Ibæk,96055328,64,384,2
22458,2409224730,Gunder Sandvej,23878465,32,356,2
31405,0107651907,Gunder Tved,68401976,53,400,2
13624,0605472041,Gunhilde Kiernan,80322117,48,418,1
26452,2112070783,Gunild Antoniasen,85995030,38,602,1
31216,1805492932,Gunilla Damm,30074003,47,391,1
